EE Provider ID	EE UID	Client ID	Client Age at Entry	Client Age at Exit	Client Gender	Client Primary Race	Client Ethnicity	Client Veteran Status	Entry Date	Exit Date	Destination	Reason for Leaving	length of stay
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744633	185048	51.0	51.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2016-02-14	2016-02-18	Staying or living with friends, temporary tenure (HUD)	Other	4.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744634	160297	49.0	49.0	Male	White (HUD)	Hispanic/Latino (HUD)	No (HUD)	2016-02-14	2016-02-17	Staying or living with friends, temporary tenure (HUD)	Other	3.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744635	287048	36.0	36.0	Male	White (HUD)	Hispanic/Latino (HUD)	No (HUD)	2016-02-14	2016-02-16	Staying or living with friends, temporary tenure (HUD)	Other	2.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744636	206445	38.0	38.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-13	2016-02-15	Staying or living with friends, temporary tenure (HUD)	Other	2.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744637	358124	23.0	23.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-12	2016-02-23	Staying or living with friends, temporary tenure (HUD)	Other	11.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745104	312758	44.0	44.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-15	2016-03-05	Staying or living with friends, temporary tenure (HUD)	Other	19.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745105	400414	55.0	55.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-15	2016-02-16	Staying or living with friends, temporary tenure (HUD)	Other	1.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745106	411485	36.0	36.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-14	2016-03-15	Staying or living with friends, temporary tenure (HUD)	Other	30.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745107	163753	48.0	48.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-15	2016-02-19	Staying or living with friends, temporary tenure (HUD)	Needs could not be met	4.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745108	371777	36.0	36.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-15	2016-02-16	Staying or living with friends, temporary tenure (HUD)	Other	1.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745109	422375	38.0	38.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-15	2016-02-17	Staying or living with friends, temporary tenure (HUD)	Other	2.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745117	333763	43.0	43.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-15	2016-02-16	Staying or living with friends, temporary tenure (HUD)	Other	1.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745534	324453	45.0	46.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-16	2016-03-03	Staying or living with friends, temporary tenure (HUD)	Other	16.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745535	419523	66.0	66.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-15	2016-03-28	Staying or living with friends, temporary tenure (HUD)	Other	42.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745536	377166	41.0	41.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-16	2016-02-20	Staying or living with friends, temporary tenure (HUD)	Other	4.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	746155	418362	21.0	21.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-17	2016-03-25	Staying or living with friends, temporary tenure (HUD)	Other	37.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	746156	169422	32.0	32.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-17	2016-03-01	Client doesn't know (HUD)	Completed program	13.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	746157	289580	20.0	20.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-17	2016-02-19	Staying or living with friends, temporary tenure (HUD)	Other	2.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	746158	400414	55.0	55.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-17	2016-02-24	Staying or living with friends, temporary tenure (HUD)	Other	7.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	746159	422602	25.0	25.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-16	2016-02-23	Staying or living with friends, temporary tenure (HUD)	Other	7.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	746160	344697	47.0	47.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-17	2016-02-19	Staying or living with friends, temporary tenure (HUD)	Other	2.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747600	422786	47.0	47.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-18	2016-02-22	Staying or living with friends, temporary tenure (HUD)	Other	4.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747601	421788	37.0	37.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2016-02-18	2016-02-24	Staying or living with friends, temporary tenure (HUD)	Other	6.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747602	402826	49.0	49.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-18	2016-02-23	Staying or living with friends, temporary tenure (HUD)	Other	5.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747603	296887	61.0	62.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-19	2016-07-02	Staying or living with friends, temporary tenure (HUD)	Other	134.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747604	211088	43.0	43.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-19	2016-02-29	Staying or living with friends, temporary tenure (HUD)	Other	10.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747605	299695	58.0	58.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-18	2016-03-08	Hospital or other residential non-psychiatric medical facility (HUD)	Other	19.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747606	175495	58.0	58.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-19	2016-03-01	Staying or living with friends, temporary tenure (HUD)	Completed program	11.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747607	422785	47.0	47.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-19	2016-02-25	Hospital or other residential non-psychiatric medical facility (HUD)	Other	6.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747608	185048	51.0	51.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2016-02-19	2016-02-25	Staying or living with friends, temporary tenure (HUD)	Other	6.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747609	421416	18.0	18.0	Male	Black or African American (HUD)	Hispanic/Latino (HUD)	No (HUD)	2016-02-19	2016-04-22	Staying or living with friends, temporary tenure (HUD)	Other	63.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747610	419911	76.0	76.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2016-02-19	2016-02-20	Staying or living with friends, temporary tenure (HUD)	Other	1.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747611	422315	49.0	49.0	Male	White (HUD)	Hispanic/Latino (HUD)	No (HUD)	2016-02-21	2016-02-29	Staying or living with friends, temporary tenure (HUD)	Other	8.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747612	421939	61.0	61.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-21	2016-03-02	Staying or living with friends, temporary tenure (HUD)	Other	10.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747613	377166	41.0	41.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-21	2016-02-22	Staying or living with friends, temporary tenure (HUD)	Other	1.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747614	419124	41.0	41.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-17	2016-02-23	Staying or living with friends, temporary tenure (HUD)	Other	6.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747615	422375	38.0	38.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-17	2016-02-23	Staying or living with friends, temporary tenure (HUD)	Other	6.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747616	106155	57.0	57.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-19	2016-03-01	Staying or living with friends, temporary tenure (HUD)	Other	11.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747617	157088	56.0	56.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-21	2016-03-04	Rental by client, no ongoing housing subsidy (HUD)	Completed program	12.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747618	224194	24.0	24.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-21	2016-03-18	Staying or living with friends, temporary tenure (HUD)	Other	26.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748080	422902	55.0	55.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-22	2016-03-05	Staying or living with family, permanent tenure (HUD)	Left for housing opp. before completing program	12.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748081	124817	56.0	56.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-22	2016-03-01	Staying or living with friends, temporary tenure (HUD)	Other	8.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748082	320781	41.0	41.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-22	2016-02-24	Staying or living with friends, temporary tenure (HUD)	Other	2.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748083	360883	52.0	52.0	Male	White (HUD)	Hispanic/Latino (HUD)	No (HUD)	2016-02-22	2016-02-27	Staying or living with friends, temporary tenure (HUD)	Other	5.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748084	385539	59.0	60.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2016-02-22	2016-03-04	Hospital or other residential non-psychiatric medical facility (HUD)	Other	11.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748085	422901	25.0	25.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-22	2016-02-24	Staying or living with friends, temporary tenure (HUD)	Other	2.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748086	158981	55.0	55.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-22	2016-03-02	Staying or living with friends, temporary tenure (HUD)	Other	9.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748087	70856	56.0	56.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2016-02-22	2016-02-26	Staying or living with friends, temporary tenure (HUD)	Other	4.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748088	422042	51.0	51.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-22	2016-03-06	Staying or living with friends, temporary tenure (HUD)	Other	13.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748089	130920	54.0	54.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2016-02-22	2016-02-23	Staying or living with friends, temporary tenure (HUD)	Other	1.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748090	200794	50.0	50.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-22	2016-02-26	Staying or living with friends, temporary tenure (HUD)	Other	4.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748091	167279	51.0	51.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-22	2016-03-14	Staying or living with friends, temporary tenure (HUD)	Other	21.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748092	177865	35.0	36.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-22	2016-03-23	Staying or living with friends, temporary tenure (HUD)	Other	30.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748510	142304	58.0	58.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2016-02-24	2016-03-01	Staying or living with friends, temporary tenure (HUD)	Other	6.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748511	177283	25.0	25.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-23	2016-02-29	Staying or living with friends, temporary tenure (HUD)	Other	6.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748512	377166	41.0	41.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-23	2016-02-24	Staying or living with friends, temporary tenure (HUD)	Other	1.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748513	402257	23.0	23.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-23	2016-02-24	Staying or living with friends, temporary tenure (HUD)	Other	1.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	748514	418225	49.0	49.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-22	2016-04-08	Staying or living with friends, temporary tenure (HUD)	Other	46.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	749068	423089	50.0	50.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-24	2016-05-05	Staying or living with friends, temporary tenure (HUD)	Other	71.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	749069	358124	23.0	23.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-24	2016-03-01	Staying or living with friends, temporary tenure (HUD)	Other	6.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	749070	413940	52.0	52.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-15	2016-02-25	Staying or living with friends, temporary tenure (HUD)	Other	10.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	749223	172434	61.0	61.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2016-02-11	2016-03-16	Staying or living with friends, temporary tenure (HUD)	Other	34.0
